amount_tsh,gps_height,population,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group
100.0,825.0,45.0,2000.0,motorpump,other,per bucket,salty,dry,borehole,communal standpipe,non functional
100.0,825.0,100.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional
1000.0,644.0,1.0,1992.0,handpump,user-group,annually,good,insufficient,borehole,hand pump,non functional
50.0,109.0,630.0,1976.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional needs repair
100.0,825.0,230.0,2000.0,other,user-group,unknown,unknown,dry,shallow well,other,non functional
20.0,27.0,200.0,2002.0,handpump,user-group,per bucket,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,milky,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional needs repair
100.0,439.0,250.0,1997.0,handpump,user-group,unknown,good,dry,shallow well,hand pump,non functional
100.0,825.0,345.0,2010.0,handpump,user-group,never pay,salty,insufficient,borehole,hand pump,non functional
100.0,914.0,450.0,1996.0,handpump,user-group,on failure,good,seasonal,shallow well,hand pump,functional
50.0,328.0,130.0,2007.0,submersible,user-group,per bucket,colored,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,borehole,hand pump,non functional
100.0,696.0,730.0,1990.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,238.0,400.0,2008.0,handpump,user-group,never pay,salty,seasonal,shallow well,hand pump,non functional
100.0,1319.0,250.0,2004.0,submersible,user-group,unknown,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,enough,borehole,other,non functional
100.0,1908.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,340.0,1.0,1975.0,handpump,user-group,unknown,good,dry,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,parastatal,never pay,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,insufficient,shallow well,hand pump,functional
100.0,1661.0,1.0,1960.0,motorpump,user-group,unknown,unknown,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,other,user-group,unknown,good,enough,shallow well,other,non functional
100.0,1249.0,48.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,600.0,1980.0,other,user-group,never pay,salty,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,salty,unknown,shallow well,hand pump,functional
100.0,299.0,150.0,1997.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,1397.0,750.0,1996.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
50.0,84.0,100.0,2000.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
2000.0,775.0,360.0,2001.0,handpump,user-group,monthly,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,colored,enough,shallow well,hand pump,functional
500.0,413.0,105.0,1998.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
50.0,1487.0,350.0,2010.0,handpump,user-group,per bucket,salty,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,never pay,good,insufficient,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,salty,enough,borehole,hand pump,functional
100.0,207.0,1320.0,1979.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,334.0,45.0,2010.0,other,user-group,never pay,good,enough,shallow well,other,functional
1200.0,737.0,1.0,1992.0,handpump,user-group,annually,good,insufficient,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,gravity,unknown,unknown,unknown,unknown,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,non functional
20.0,895.0,12.0,2004.0,submersible,commercial,per bucket,good,insufficient,borehole,communal standpipe,functional
100.0,1475.0,300.0,2009.0,submersible,commercial,other,salty,enough,borehole,other,functional
100.0,275.0,500.0,1997.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional needs repair
50.0,1549.0,245.0,2008.0,motorpump,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional
5.0,825.0,800.0,1978.0,handpump,user-group,per bucket,good,insufficient,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,milky,dry,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional needs repair
100.0,1531.0,400.0,1992.0,other,user-group,never pay,good,dry,shallow well,other,non functional
50.0,825.0,210.0,2007.0,submersible,commercial,per bucket,good,seasonal,borehole,communal standpipe,functional
100.0,15.0,50.0,2008.0,other,user-group,never pay,good,enough,shallow well,other,non functional
30.0,28.0,300.0,1978.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,369.0,1.0,1980.0,other,user-group,unknown,good,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,277.0,600.0,1997.0,handpump,unknown,unknown,unknown,unknown,shallow well,hand pump,non functional
100.0,1356.0,500.0,1996.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional needs repair
100.0,844.0,450.0,1975.0,motorpump,user-group,never pay,salty,enough,borehole,communal standpipe,non functional
100.0,1033.0,1.0,2000.0,submersible,parastatal,never pay,good,enough,borehole,communal standpipe,functional needs repair
100.0,1626.0,1.0,1990.0,motorpump,user-group,unknown,good,insufficient,borehole,communal standpipe,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,217.0,400.0,2007.0,submersible,user-group,never pay,good,insufficient,borehole,communal standpipe,non functional
1000.0,828.0,360.0,1994.0,handpump,user-group,monthly,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,annually,good,enough,shallow well,other,non functional
100.0,1285.0,1.0,1990.0,other,user-group,unknown,unknown,unknown,shallow well,other,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,dry,borehole,communal standpipe,non functional
50.0,57.0,1.0,2000.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,monthly,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,submersible,user-group,never pay,good,enough,borehole,communal standpipe,functional
100.0,825.0,1000.0,2011.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump,functional
100.0,6.0,200.0,1969.0,submersible,user-group,never pay,good,insufficient,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
1000.0,1328.0,300.0,2005.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional
100.0,62.0,1.0,2000.0,other,unknown,unknown,unknown,unknown,shallow well,other,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,1384.0,1.0,2006.0,submersible,user-group,never pay,good,insufficient,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,submersible,user-group,never pay,good,dry,shallow well,hand pump,functional
10.0,474.0,1.0,2005.0,handpump,user-group,per bucket,good,enough,borehole,hand pump,non functional
500.0,307.0,80.0,2009.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
20.0,644.0,280.0,2000.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,non functional
100.0,372.0,278.0,1988.0,other,user-group,never pay,unknown,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,seasonal,borehole,hand pump,functional
100.0,295.0,300.0,1998.0,handpump,commercial,never pay,good,seasonal,shallow well,hand pump,non functional
500.0,150.0,212.0,1999.0,other,user-group,monthly,salty,seasonal,shallow well,other,non functional
2000.0,123.0,250.0,2008.0,submersible,user-group,monthly,salty,insufficient,borehole,communal standpipe,functional
100.0,425.0,320.0,1985.0,handpump,user-group,never pay,salty,seasonal,shallow well,hand pump,functional
50.0,1255.0,150.0,2010.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,salty,dry,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,enough,borehole,cattle trough,non functional
50.0,1513.0,1.0,2000.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional needs repair
50.0,825.0,250.0,2000.0,submersible,user-group,per bucket,salty,enough,borehole,communal standpipe,functional
50.0,1021.0,1.0,2012.0,handpump,user-group,per bucket,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
20.0,872.0,200.0,2004.0,submersible,commercial,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,dry,shallow well,hand pump,non functional
100.0,825.0,568.0,2010.0,submersible,parastatal,per bucket,good,enough,borehole,communal standpipe,functional
100.0,382.0,1.0,1995.0,handpump,user-group,never pay,unknown,dry,shallow well,hand pump,functional
100.0,54.0,200.0,2000.0,other,user-group,never pay,salty,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,never pay,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,monthly,good,insufficient,shallow well,hand pump,functional
100.0,281.0,418.0,1984.0,handpump,other,never pay,good,enough,borehole,hand pump,functional
50.0,15.0,150.0,2000.0,handpump,user-group,per bucket,good,enough,borehole,hand pump,functional
100.0,825.0,1000.0,2005.0,other,commercial,never pay,good,insufficient,shallow well,other,non functional
100.0,306.0,1.0,1982.0,submersible,user-group,never pay,good,seasonal,borehole,communal standpipe,non functional
100.0,1336.0,370.0,1983.0,other,commercial,never pay,good,enough,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,annually,good,seasonal,shallow well,hand pump,non functional
100.0,202.0,56.0,2008.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump,functional
50.0,43.0,6922.0,2010.0,submersible,commercial,per bucket,good,enough,borehole,communal standpipe,functional
100.0,1829.0,230.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional
100.0,1830.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
300.0,287.0,150.0,2008.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,milky,enough,shallow well,hand pump,functional
400.0,428.0,100.0,1981.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,309.0,1.0,1987.0,other,user-group,unknown,good,dry,shallow well,other,non functional
100.0,1540.0,1.0,1980.0,other,user-group,unknown,unknown,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,306.0,650.0,2012.0,other,user-group,never pay,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,salty,enough,shallow well,other,non functional
1000.0,745.0,1.0,2007.0,handpump,user-group,on failure,good,insufficient,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,unknown,milky,enough,borehole,other,non functional
100.0,1178.0,450.0,2012.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,337.0,1.0,2011.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,milky,seasonal,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,parastatal,other,good,enough,shallow well,hand pump,functional needs repair
